Kaupunki;Puolue;Sukunimi;Etunimi;Ikä;Nettisivun osoite;Facebook-sivu;Twitter-sivu;Kotikuntani palveluita tulisi ulkoistaa entistä enemmän yksityisten yritysten tuotettavaksi.;Jos kunnassani tulee eteen tilanne, jossa on välttämätöntä joko leikata kunnallisia palveluita ja sosiaalietuuksia tai korottaa veroja, veronkorotukset ovat parempi vaihtoehto.;Suuret tuloerot ovat hyväksyttäviä, jotta erot ihmisten lahjakkuudessa ja ahkeruudessa voidaan palkita.;Nykyisen kaltaiset kunnalliset palvelut ja sosiaalietuudet ovat pitemmän päälle liian raskaita julkiselle taloudelle.;Kotikuntani päätöksenteossa pitää vaalia perinteisiä suomalaisia arvoja.;Eduskunta hyväksyi vuonna 2009 lain, joka mahdollistaa parisuhteensa rekisteröineille homo- ja lesbopareille perheen sisäisen adoption. Homo- ja lesboparien pitää saada oikeus myös perheen ulkopuoliseen adoptioon.;Jos valtio tarjoaa turvapaikanhakijoiden vastaanottokeskuksen perustamista kotikuntani keskustaan, tarjous pitää hyväksyä.;Kouluissa kohdellaan koululaisia liian lepsusti. Tiukempi kuri tekisi kouluista parempia.;Talouskasvu ja työpaikkojen luominen tulisi asettaa ympäristöasioiden edelle, silloin kun nämä kaksi ovat keskenään ristiriidassa.;Kaikessa kotikuntani päätöksenteossa pitäisi arvioida vaikutukset ympäristöön ja tarvittaessa luopua ympäristölle haitallisista hankkeista.;Kotikuntani palveluita tulisi ulkoistaa entistä enemmän yksityisten yritysten tuotettavaksi.;Jos kunnassani tulee eteen tilanne, jossa on välttämätöntä joko leikata kunnallisia palveluita ja sosiaalietuuksia tai korottaa veroja, veronkorotukset ovat parempi vaihtoehto.;Suuret tuloerot ovat hyväksyttäviä, jotta erot ihmisten lahjakkuudessa ja ahkeruudessa voidaan palkita.;Nykyisen kaltaiset kunnalliset palvelut ja sosiaalietuudet ovat pitemmän päälle liian raskaita julkiselle taloudelle.;Kotikuntani päätöksenteossa pitää vaalia perinteisiä suomalaisia arvoja.;Eduskunta hyväksyi vuonna 2009 lain, joka mahdollistaa parisuhteensa rekisteröineille homo- ja lesbopareille perheen sisäisen adoption. Homo- ja lesboparien pitää saada oikeus myös perheen ulkopuoliseen adoptioon.;Jos valtio tarjoaa turvapaikanhakijoiden vastaanottokeskuksen perustamista kotikuntani keskustaan, tarjous pitää hyväksyä.;Kouluissa kohdellaan koululaisia liian lepsusti. Tiukempi kuri tekisi kouluista parempia.;Talouskasvu ja työpaikkojen luominen tulisi asettaa ympäristöasioiden edelle, silloin kun nämä kaksi ovat keskenään ristiriidassa.;Kaikessa kotikuntani päätöksenteossa pitäisi arvioida vaikutukset ympäristöön ja tarvittaessa luopua ympäristölle haitallisista hankkeista.
Helsinki;KOK;Pekkala;Maria;32;http://www.mariapekkala.fi/;http://facebook.com/maria.pekkala.3;http://twitter.com/mariapekkala;4;3;4;4;5;3;5;4;4;4;2;2;2;2;2;2;2;2;2;2
Helsinki;KOK;Pelkonen;Jaana;35;http://www.jaanapelkonen.com/;http://www.facebook.com/DYNAMIITTIA;https://twitter.com/JaanaPelkonen;4;4;4;4;3;1;4;4;2;4;2;2;2;2;2;2;2;2;2;2
Helsinki;KOK;Peltola;Jani;33;http://www.peltsi.fi/;http://www.facebook.com/peltsi.hki;http://www.twitter.com/peltsi;5;5;4;5;4;1;4;4;4;4;3;3;2;3;2;1;2;2;2;2
Helsinki;KOK;Pillai;Balan;;http://www.pillai.eu/;https://www.facebook.com/Balan.Pillai;https://twitter.com/Pillaibalan;2;2;2;2;4;4;2;4;4;4;2;2;2;2;2;2;2;2;2;2
Helsinki;KOK;Posti;Pauliina;;http://www.pauliinaposti.fi/;;;4;4;4;5;4;2;4;4;5;4;2;3;2;3;2;2;2;3;2;2
Helsinki;KOK;Pöysti;Essi;;;;;4;4;2;1;4;2;4;2;2;5;2;2;2;2;2;2;2;2;2;2
Helsinki;KOK;Raittinen;Timo;;;;;4;3;2;3;3;5;4;5;4;5;2;2;2;2;2;2;2;2;3;2
Helsinki;KOK;Rauhamäki;Tatu;41;http://www.taturauhamaki.fi/;http://www.facebook.com/tatu.rauhamaki;;4;4;4;4;4;2;4;4;2;2;3;2;2;2;2;2;2;2;2;2
Helsinki;KOK;Ridanpää;Jussi;;;;;5;2;2;2;3;2;2;2;4;4;2;2;2;2;2;2;2;2;2;2
Helsinki;KOK;Riihelä;Esko;;;;;3;2;4;3;4;3;4;4;2;2;2;2;2;2;2;2;2;2;2;2
Helsinki;KOK;Rissanen;Laura;36;http://www.laurarissanen.net/;http://www.facebook.com/RissanenLaura;http://www.twitter.com/laurarissanen;4;2;4;4;1;1;1;4;4;4;2;2;2;2;2;2;2;2;2;2
Helsinki;KOK;Roininen;Petri;;;;;4;3;4;4;4;3;4;3;2;3;2;3;2;3;3;1;1;1;2;2
Helsinki;KOK;Ruhala;Heidi;;;;;5;4;4;4;3;3;3;5;4;4;3;3;2;2;1;1;1;3;2;2
Helsinki;KOK;Ruusuvuori;Leena;;;;;3;1;2;2;2;1;3;2;4;4;2;3;2;3;2;2;2;2;2;3
Helsinki;KOK;Rydman;Wille;26;http://www.willerydman.fi/;http://www.facebook.com/RydmanWille;http://twitter.com/willerydman;5;5;5;5;5;4;5;4;2;2;2;2;2;2;2;2;3;2;2;2
Helsinki;KOK;Saarinen;Eija Terhen;;;;;4;2;4;5;5;2;3;3;3;4;2;2;2;2;2;2;2;2;2;2
Helsinki;KOK;Sahamies;Miika;;;;;4;3;4;4;2;1;3;2;3;4;2;2;2;2;2;2;2;2;2;2
Helsinki;KOK;Salla;Aura;28;http://www.aurasalla.fi/;https://www.facebook.com/SallaAura;https://twitter.com/AuraSalla;4;4;4;4;2;1;4;4;2;4;2;2;2;2;2;2;2;2;2;2
Helsinki;KOK;Salonranta;Jussi;;http://www.jussisalonranta.fi/;http://www.facebook.com/jussi.salonranta;http://www.twitter.com/jussisalonranta;4;3;4;2;3;1;3;4;2;4;2;2;2;2;2;2;2;2;2;2
Helsinki;KOK;Sammallahti;Tiia;;;;;5;5;5;4;1;1;2;4;3;2;3;3;2;3;2;1;2;2;2;2
Helsinki;KOK;Saukkonen;Lea;;;;;4;4;2;3;3;3;2;4;3;4;2;2;2;2;2;2;2;2;2;2
Helsinki;KOK;Simik;Laura;;http://www.laurasimik.fi/;http://www.facebook.com/Lsimik;;4;5;4;5;3;2;3;4;4;4;3;3;2;3;1;2;1;3;2;2
Helsinki;KOK;Sirviö;Tiia;33;http://www.tiiasirvio.fi/;http://www.facebook.com/sirviotiia;http://twitter.com/tiiasirvio;4;4;3;5;5;2;2;5;4;4;2;2;2;2;2;2;2;2;2;2
Helsinki;KOK;Suvio-Samulin;Aira;;;;;;;;;;;;;;;;;;;;;;;;
Helsinki;KOK;Sydänmaa;Johanna;41;http://johannasydanmaa.fi/;http://www.facebook.com/#!/pages/Johanna-Syd%C3%A4nmaa-271-Helsingin-valtuustoon/274315642678981;;4;2;2;2;3;2;4;4;3;4;2;2;2;2;2;2;2;2;2;2
Helsinki;KOK;Syrjälä;Marjaana;37;http://www.marjaana.net/;http://www.facebook.com/marjaana.syrjala;;4;4;3;4;2;1;2;4;5;5;3;2;2;3;2;2;2;3;2;2
Helsinki;KOK;Taivaloja;Tina;;;;;2;3;4;2;5;3;1;4;3;5;3;2;2;2;3;2;2;2;2;2
Helsinki;KOK;Tarma;Petteri;;;;;4;2;4;4;3;4;4;5;4;5;2;3;2;3;3;2;2;3;2;3
Helsinki;KOK;Tossavainen;Timo;;;;;4;3;4;4;5;3;4;2;3;4;2;2;2;2;2;1;1;2;2;2
Helsinki;KOK;Toveri;Maarit;57;http://maarit-toveri.kokoomus.net/;;;2;4;2;2;4;4;2;4;2;4;2;3;2;3;2;3;2;3;2;2
Helsinki;KOK;Turunen;Topi;36;http://www.opittu.fi/;https://www.facebook.com/turunen.topi;https://www.facebook.com/turunen.topi;5;2;4;4;5;1;2;2;4;5;3;2;2;2;3;3;2;2;3;2
Helsinki;KOK;Urho;Ulla-Marja;;http://ullaurho.fi/;;;5;4;5;2;5;2;4;3;1;4;3;3;2;3;3;1;2;2;2;2
Helsinki;KOK;Vaaja;Leila;;;;;3;2;2;1;5;1;2;2;4;5;2;3;2;3;3;2;2;3;2;3
Helsinki;KOK;Waltari;Kalle;;;;;4;4;4;4;5;5;4;5;4;4;2;2;1;2;3;1;2;3;2;2
Helsinki;KOK;Vapaavuori;Jan;;http://www.vapaavuori.net/;;;4;5;4;2;4;4;2;4;4;5;2;3;2;2;2;1;2;2;2;2
Helsinki;KOK;Vartiainen;Anna-Kaisa;;;;;;;;;;;;;;;;;;;;;;;;
Helsinki;KOK;Vierunen;Maarit;;;;;5;4;4;4;3;3;3;4;3;2;2;2;2;2;2;2;2;2;2;2
Helsinki;KOK;Virto-Väisänen;Nina;;;http://www.facebook.com/pages/Nina-Virto-V%C3%A4is%C3%A4nen/381182705265840;;4;2;1;4;4;2;4;4;2;4;2;2;1;2;2;2;2;2;2;2
Helsinki;KOK;Vuori;Timo;32;http://timotvuori.kokoomus.net/;;;4;4;2;4;5;5;4;4;2;3;2;3;2;3;2;1;1;3;3;2
Helsinki;KOK;Vuoristo-Salonen;Anneli;;;;;;;;;;;;;;;;;;;;;;;;
Helsinki;KOK;Väärälä;Ville;35;http://villevaarala.ehdolla.fi/;;http://twitter.com/villevaarala/;2;1;2;2;3;3;2;2;4;5;3;2;2;3;1;2;2;2;2;2
Helsinki;KOK;Ylinampa;Ilona;26;http://ilonasi.blogspot.fi/;http://www.facebook.com/ilona.ylinampa;;4;3;4;4;3;1;2;3;3;3;2;3;2;3;2;3;2;2;2;2
Helsinki;KOK;Öhman;Tuula;;;;;2;2;3;2;5;1;1;4;3;5;3;2;3;2;2;1;2;2;3;2
Helsinki;VAS;Ahola;Riku;31;http://rikuahola.vas.fi/;https://www.facebook.com/pages/Riku-Ahola/19499604652?ref=hl;https://twitter.com/rjahola;1;1;2;2;2;1;2;4;4;5;3;3;3;2;2;2;2;2;3;3
Helsinki;VAS;Al-Robei;Ibrahim;;;;;3;2;2;3;4;4;4;2;4;5;2;2;2;2;2;2;2;2;2;2
Helsinki;VAS;Apukka;Annina;42;http://kuntavaaliehdokas.fi/anninaapukka/;https://www.facebook.com/AnninaApukka;;1;2;1;4;2;1;1;4;4;5;3;2;3;2;2;2;3;3;2;2
Helsinki;VAS;Arajärvi;Mirja;68;http://kuntavaaliehdokas.fi/mirjaarajarvi;;;1;1;1;1;2;2;1;2;5;5;3;3;3;3;2;2;3;3;3;3
Helsinki;VAS;Omar;Bahaaldin;;;;;2;2;1;1;2;1;2;1;2;4;2;2;2;2;2;2;2;2;2;2
Helsinki;VAS;Mustafa;Binar;;;;;1;1;1;1;1;1;2;2;4;4;3;3;3;3;3;3;2;3;3;3
Helsinki;VAS;Gharieb;Elias;;;;;;;;;;;;;;;;;;;;;;;;
Helsinki;VAS;Haglund;Mia;26;http://miahaglund.fi/;https://www.facebook.com/haglundmia;http://twitter.com/MiaHaglund;1;1;1;1;3;1;1;1;5;5;2;2;2;2;2;3;2;2;2;3
Helsinki;VAS;Halonen;Aino;;http://www.ainohalonen.fi/;http://www.facebook.com/aino.halonen;;1;1;1;1;3;1;1;1;5;5;3;3;3;3;1;2;2;3;3;3
Helsinki;VAS;Honkasalo;Veronika;37;http://kuntavaaliehdokas.fi/veronikahonkasalo/;http://www.facebook.com/VeronikaHonkasaloHelsinginValtuustoon;;1;1;1;1;1;1;1;1;5;5;3;3;3;3;3;3;3;3;3;3
Helsinki;VAS;Ilanko;Mikko;;;;;2;1;2;2;1;1;2;4;5;5;2;3;2;2;2;3;2;3;3;3
Helsinki;VAS;Jaakkola;Henrik;;;;;1;1;1;1;1;1;1;1;5;5;2;2;2;2;2;2;2;2;2;2
Helsinki;VAS;Jokio;Mikko;37;http://kuntavaaliehdokas.fi/mikkojokio/;http://www.facebook.com/mikkojokio128;;1;1;1;4;3;1;1;1;5;5;3;3;2;3;1;3;2;3;2;3
Helsinki;VAS;Kaasinen;Juha;57;;;;1;2;2;2;4;4;2;2;4;3;2;2;3;2;3;2;2;3;2;2
Helsinki;VAS;Kajanoja;Jouko;;;;;1;1;1;1;3;1;2;1;5;5;2;2;2;2;2;2;2;2;2;2
Helsinki;VAS;Kantokorpi;Otso;;;;;1;1;1;1;3;1;1;2;5;5;3;3;3;3;2;1;2;2;3;3
Helsinki;VAS;Koponen;Hannu;39;http://kuntavaaliehdokas.fi/hannukoponen;https://www.facebook.com/ehdokasHannuKoponen;;1;1;2;2;2;1;2;4;4;5;2;2;2;2;1;2;1;1;2;2
Helsinki;VAS;Korpinurmi;Riikka;33;http://www.riikkakorpinurmi.fi/;http://www.facebook.com/riikkakorpinurmi.fi;;1;2;1;1;2;1;1;2;4;5;3;3;3;3;2;3;2;2;2;3
Helsinki;VAS;Lainà;Patrizio;;http://kuntavaaliehdokas.fi/patriziolaina;http://facebook.com/lainapatrizio;;1;1;1;1;3;1;1;2;5;5;3;3;3;3;1;2;2;2;3;2
Helsinki;VAS;Laitinen;Sami;;;;;;;;;;;;;;;;;;;;;;;;
Helsinki;VAS;Leponiemi;Lauri;;;;;1;3;2;1;4;2;4;4;5;5;2;2;2;2;2;2;2;2;2;3
Helsinki;VAS;Leppänen;Joonas;32;;;;1;1;1;1;3;1;1;1;4;5;3;2;2;2;2;2;2;2;2;2
Helsinki;VAS;Lindman;Juho;33;http://publicdomain.fi/;https://www.facebook.com/pages/Juho-Lindman/352237311527641;;1;1;1;2;3;3;2;2;4;5;3;2;3;2;1;2;2;1;1;2
Helsinki;VAS;Lindroos;Thor;53;http://kuntavaaliehdokas.fi/thorlindroos/;http://www.facebook.com/thor.lindroos;;1;1;1;1;1;2;5;5;5;5;3;3;3;3;3;2;3;3;3;3
Helsinki;VAS;Lumberg;Kiba;;;;;2;2;2;2;3;1;3;3;4;5;3;2;2;2;2;3;2;2;2;2
Helsinki;VAS;Lyytikäinen;Ville;;;;;3;2;4;2;4;2;3;4;4;4;3;3;3;2;2;2;3;3;3;3
Helsinki;VAS;Merikanto;Miikka;;;;;1;1;2;1;2;1;2;4;5;5;2;1;2;2;1;2;1;1;3;3
Helsinki;VAS;Modig;Silvia;;;;;1;1;1;3;3;1;2;2;5;5;3;3;2;2;2;3;2;2;2;2
Helsinki;VAS;Mollberg;Justus;21;;http://www.facebook.com/JustusMollberg;;1;1;1;1;1;1;2;1;5;5;3;3;3;3;2;3;1;2;2;3
Helsinki;VAS;Mountassir;Abdallah;;;;;1;1;1;1;5;3;1;5;1;5;2;2;2;2;2;1;2;2;2;2
Helsinki;VAS;Mänttäri-Buttler;Alina;29;http://www.alinamanttari.net/;http://www.facebook.com/alina.manttari;;2;1;1;1;2;1;3;2;5;5;2;3;2;3;2;2;2;2;2;2
Helsinki;VAS;Nikkola;Marja;;;;;1;1;1;1;2;1;1;1;4;5;2;3;3;3;2;2;2;2;3;3
Helsinki;VAS;Paulig;Outi;;;;;1;1;1;1;1;1;1;2;4;4;3;3;2;3;2;2;2;1;2;2
Helsinki;VAS;Pietiäinen;Petteri;46;http://pietiainen.blogspot.fi/;http://www.facebook.com/pietu.pietiainen;;1;1;2;1;3;1;1;1;5;5;3;2;2;2;1;2;2;2;3;3
Helsinki;VAS;Pikkumäki;Annina;;http://kuntavaaliehdokas.fi/anninapikkumaki/;https://www.facebook.com/kuntavaaliehdokasanninapikkumakii;;1;1;1;1;3;1;2;3;5;5;2;2;3;3;1;3;2;2;2;3
Helsinki;VAS;Pipinen;Reijo;;;;;;;;;;;;;;;;;;;;;;;;
Helsinki;VAS;Poikela;Jani;36;http://kuntavaaliehdokas.fi/janipoikela;http://fb.com/EhdokasPoikela;;1;1;2;1;2;1;1;1;5;5;3;2;2;3;2;2;2;3;2;3
Helsinki;VAS;Porkola;Pilvi;40;http://www.pilviporkola.com/;;;1;1;1;1;3;1;2;1;3;5;3;2;3;3;1;3;2;3;3;2
Helsinki;VAS;Potapenko;Maksim;;;;;;;;;;;;;;;;;;;;;;;;
Helsinki;VAS;Pulkkinen;Joonas;;;;;2;1;1;2;2;1;2;1;2;2;2;3;2;1;1;2;2;1;2;2
Helsinki;VAS;Ramadani;Avni;43;;;;;;;;;;;;;;;;;;;;;;;
Helsinki;VAS;Reuter;Martina;;;;;1;2;1;1;2;1;2;1;5;5;3;2;3;3;1;2;2;3;2;2
Helsinki;VAS;Ruusunen;Sanna;;;;;1;2;2;2;4;2;1;4;3;4;2;2;2;2;2;2;2;2;2;2
Helsinki;VAS;Saari;Juhani;;;;;1;2;1;2;2;1;1;5;4;4;3;2;2;2;1;2;2;2;2;2
Helsinki;VAS;Saarnio;Pekka;;;;;1;2;2;1;4;2;2;3;3;4;3;3;2;2;3;1;2;2;3;2
Helsinki;VAS;Salmenjoki;Sini;;;;;1;1;1;1;1;1;1;1;2;5;3;3;3;3;3;3;3;3;3;3
Helsinki;VAS;Savolainen;Tarja;;;;;1;2;2;2;4;2;2;4;2;4;2;2;2;2;2;2;2;2;2;2
Helsinki;VAS;Vesikansa;Kaisu;;;;;1;1;1;1;2;1;1;1;4;5;3;2;3;3;2;1;3;3;2;3
Helsinki;VAS;Vihervä;Lauri;37;http://kuntavaaliehdokas.fi/lauriviherva/;http://www.facebook.com/KUNTAVAALIEHDOKASLAURIVIHERVA?ref=hl;;1;1;1;1;2;1;2;4;5;5;3;3;3;3;3;3;2;2;3;3
Helsinki;VAS;Vuorjoki;Anna;36;http://www.annavuorjoki.fi/;http://www.facebook.com/annavuorjoki;;1;1;1;1;2;1;2;2;5;5;3;3;3;2;2;2;1;2;2;3
Helsinki;VAS;Walamies;Tomi;;;;;1;1;1;1;1;1;1;1;5;5;3;3;3;3;3;3;3;2;3;3
Helsinki;VAS;Wiik;Eeva;;;;;;;;;;;;;;;;;;;;;;;;
Helsinki;KD;Forsberg;Andreas;31;;;;2;3;2;2;3;4;3;5;4;4;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Nahkala;Andrei;28;http://www.facebook.com/AndreiNahkala;http://www.facebook.com/AndreiNahkala;;4;4;4;4;4;3;4;5;4;4;2;2;2;2;2;1;2;2;2;2
Helsinki;KD;Puusa;Arto;;;;;3;2;4;4;5;5;4;4;3;5;2;2;2;2;3;2;2;2;2;2
Helsinki;KD;Maanselkä;Asmo;31;http://www.asmomaanselka.fi/;http://www.facebook.com/asmo.maanselka;;2;2;3;2;5;5;4;4;4;4;2;2;2;2;3;3;2;2;2;2
Helsinki;KD;Itälehto-Supponen;Marja-Leena;;;http://facebook.com/marjaleena.italehtosupponen;;2;4;2;4;4;5;2;4;2;5;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Snellman;David;;;;;2;2;2;5;5;5;2;4;4;5;2;2;2;2;2;3;2;2;2;2
Helsinki;KD;Korhonen-Enqvist;Anna-Kaisa;;;;;;;;;;;;;;;;;;;;;;;;
Helsinki;KD;Röyskö;Heini;;http://www.heiniroysko.fi./;;;1;2;3;2;5;5;1;4;4;5;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Herranen;Ida;;;;;;;;;;;;;;;;;;;;;;;;
Helsinki;KD;Kaislanen;Heikki;;;;;4;1;4;2;4;4;5;3;4;4;2;2;3;3;2;3;3;2;2;3
Helsinki;KD;Suvivirta;Ilmo;;;;;3;3;3;3;3;3;3;2;1;4;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Heikkinen;Jaana;;;;;1;1;1;2;5;4;1;2;1;1;3;3;3;3;3;3;3;2;3;3
Helsinki;KD;Paananen;Jouko;;;;;;;;;;;;;;;;;;;;;;;;
Helsinki;KD;Rautiainen;Juha;;;;;;;;;;;;;;;;;;;;;;;;
Helsinki;KD;Kouri;Juha;;;;;;;;;;;;;;;;;;;;;;;;
Helsinki;KD;Soria Ruiz-Ogarrio;Jorge;22;http://jyrisoria.puheenvuoro.uusisuomi.fi/;http://www.facebook.com/jyrisoria2012;https://twitter.com/jyrisoria;5;4;4;4;5;5;5;3;2;5;3;2;2;3;2;1;2;2;2;2
Helsinki;KD;Melander;Kaarlo;69;http://www.kaarlomelander.fi/;http://www.facebook.com/kalle33;;2;3;2;5;5;5;4;5;4;4;3;3;3;3;3;3;2;3;3;2
Helsinki;KD;Kuikanmäki;Kimmo;40;;http://www.facebook.com/kimmo.kuikanmaki;;1;2;2;2;5;5;1;5;4;4;3;2;3;3;3;3;2;3;2;2
Helsinki;KD;Pekkarinen;Marko;33;http://www.markopekkarinen.fi/;http://www.facebook.com/marko.pekkarinen.92;http://twitter.com/MarkoPekkarinen;4;2;1;1;4;5;4;5;3;4;2;2;3;3;2;3;2;2;2;2
Helsinki;KD;Jääskeläinen;Kirsi;;;;;2;2;2;2;4;3;4;4;3;4;3;3;3;3;3;2;2;3;2;2
Helsinki;KD;Lyyränen;Krista;22;;http://www.facebook.com/krista.lyyranen;;3;3;2;4;4;5;3;3;3;3;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Laaksonen;Juhani;;;;;;;;;;;;;;;;;;;;;;;;
Helsinki;KD;Salminiemi;Lea;;;;;;;;;;;;;;;;;;;;;;;;
Helsinki;KD;Kurhinen;Juri;;;;;2;2;2;2;5;4;3;4;4;4;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Laakso;Petri;;;;;4;2;2;2;5;5;5;2;3;4;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Lange;Antti;70;http://www.fkf.net/lange.html;;;3;2;4;4;5;5;2;5;1;4;2;1;1;1;3;3;3;3;3;2
Helsinki;KD;Virpiö-Mattila;Liisa;;;;;;;;;;;;;;;;;;;;;;;;
Helsinki;KD;Pekkola;Marika;;;;;2;2;1;1;5;5;4;2;4;5;2;3;2;3;2;2;2;2;2;3
Helsinki;KD;Kalliola;Markus;32;;;http://www.twitter.com/markuskalliola;3;2;3;2;3;3;2;1;5;5;2;2;2;2;2;1;1;2;3;3
Helsinki;KD;Kalmi;Markus;;;;;2;4;3;4;3;4;5;4;2;2;2;3;1;2;1;1;1;2;3;2
Helsinki;KD;Simojoki;Hanna-Kaisa;;;http://www.facebook.com/pages/Hanna-Kaisa-Simojoki-KD/431312530238718?ref=hl;;4;4;4;4;1;5;4;4;4;5;2;3;2;2;2;2;2;2;2;3
Helsinki;KD;Valtonen;Matti;;;;;3;3;3;2;5;5;3;3;5;5;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Salminen;Marjatta;;;;;4;4;3;5;5;4;3;4;2;2;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Ebeling;Mika;48;http://www.mikaebeling.fi/;https://www.facebook.com/mikaebeling;;3;3;2;4;5;5;4;4;3;4;2;3;2;2;3;3;2;2;2;2
Helsinki;KD;Rekimies;Mikko;38;http://www.mikkorekimies.fi/;http://www.facebook.com/mikkorekimies;;2;1;1;1;5;5;2;4;2;5;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Kauppinen;Mikko;53;;;;4;4;2;2;4;2;2;4;2;4;3;3;3;2;2;2;2;2;3;3
Helsinki;KD;Niemi;Tarja;;;;;2;3;4;2;5;5;4;5;3;5;3;2;2;2;3;3;2;2;2;3
Helsinki;KD;Taina;Niko;;;;;4;4;2;2;4;5;4;4;4;4;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Hiltunen;Olga;;;;;5;1;5;1;5;1;1;5;5;5;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Stenlund;Olli;35;http://ollistenlund.puheenvuoro.uusisuomi.fi/;http://www.facebook.com/olli.stenlund;https://twitter.com/ollistenlund;4;2;3;3;4;5;2;5;2;4;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Mäkinen;Päivi;;;;;3;2;5;4;4;3;3;4;3;5;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Pennanen-Aitta;Paula;;;;;3;4;3;4;5;4;4;5;2;4;2;2;2;2;2;2;1;2;2;2
Helsinki;KD;Plysjuk;Paula;63;;;;2;4;2;4;5;5;2;4;4;4;3;2;3;2;3;3;2;3;2;2
Helsinki;KD;Mattila;Pentti;57;http://www.penttimattila.com/;http://www.facebook.com/penttijuhani;http://www.twitter.com/penttijuhani;5;5;5;4;4;5;1;5;2;4;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Hiienkoski;Petteri;;;;;2;2;2;4;4;5;2;4;4;5;2;2;2;3;3;3;2;2;3;3
Helsinki;KD;Kinnunen;Pia;;;;;3;1;1;2;5;5;1;4;1;2;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Hongisto;Pirjo;;;;;2;2;3;4;5;4;1;2;5;5;2;3;2;2;2;2;2;2;2;3
Helsinki;KD;Vartiainen;Eijariina (Kuuslahti);;;;;3;1;2;2;5;3;4;5;3;4;3;3;3;3;3;1;3;3;1;3
Helsinki;KD;Kuivalainen;Riki;;;;;2;2;1;2;3;2;2;1;4;5;2;2;3;2;1;2;2;3;2;2
Helsinki;KD;Khilyo;Yawari;;;;;;;;;;;;;;;;;;;;;;;;
Helsinki;KD;Rautiainen;Margit;;;;;;;;;;;;;;;;;;;;;;;;
Helsinki;KD;Ruokonen;Saara;61;http://www.kristillisdemokraatit.com/saararuokonen/;https://www.facebook.com/pages/Saara-Ruokonen-Helsingin-valtuustoon-2012/206123379405608?ref=hl;;1;2;4;2;5;5;1;4;3;4;3;2;1;2;3;2;2;3;2;2
Helsinki;KD;Mäkimattila;Sari;;;;;2;1;2;2;5;5;2;4;3;5;2;2;2;2;2;2;1;2;1;2
Helsinki;KD;Lehti;Soili;;;;;2;4;2;3;5;5;3;2;5;5;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Linjamaa;Suvi;;http://www.suvilinjamaa.fi/;http://www.facebook.com/pages/SuviLinjamaaHelsinginKaupunginvaltuustoon;;2;2;1;2;4;5;4;2;4;4;2;2;2;2;1;1;2;2;2;2
Helsinki;KD;Heikkilä;Taina;33;;;;4;2;3;4;5;5;5;5;4;4;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Vänskä;Tarja;;;;;2;4;2;2;4;5;2;2;4;2;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Tervo;Elsa;;;;;;;;;;;;;;;;;;;;;;;;
Helsinki;KD;Vallasvuo;Tellervo;70;;http://www.facebook.com/tellervo.vallasvuo;;1;5;1;2;4;5;2;4;4;5;3;2;2;2;2;2;2;2;2;2
Helsinki;KD;Vehosmaa;Timo;53;;http://www.facebook.com/TimoVehosmaaHelsinginValtuustoon;;2;2;2;2;5;5;4;4;4;4;2;2;2;3;3;2;1;3;2;2
Helsinki;KD;Tepora;Tuulikki;;;;;4;2;1;1;5;5;1;2;4;4;2;2;3;3;3;3;3;3;3;3
Helsinki;KD;Anttila;Tuomas;29;;;;1;2;2;2;4;5;2;3;4;4;2;2;2;2;2;1;2;2;2;2
Helsinki;KD;Auvinen;Tuomas;;;;;3;3;4;2;3;5;3;4;2;3;3;2;2;2;2;1;1;2;2;2
Helsinki;KD;Vuorinen;Tuulikki;;http://www.tuulikkivuorinen.fi/;http://www.facebook.com/tuulikki.vuorinen;;2;2;4;2;4;4;2;2;4;5;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Halme;Ulla;;;;;4;1;3;2;4;3;2;3;2;3;2;2;2;2;2;2;2;2;2;2
Helsinki;KD;Ehrnsten;Virpi;;;;;2;2;2;2;5;5;4;4;4;5;2;2;2;2;3;3;2;2;2;3
Helsinki;SDP;Aaltonen;Valtteri;;;;;2;2;2;2;3;2;4;4;4;4;3;3;2;3;1;2;1;2;3;2
Helsinki;SDP;Laakkonen;Henna;28;http://www.hennalaakkonen.blogspot.fi/;;;1;1;2;1;3;1;2;4;5;5;2;2;2;2;2;2;2;2;2;2
