sukunimi;etunimi;id;vaalipiiri;puolue;IP;KD;KESK;KOK;KTP;M11;PIR;PS;PSYL;RKP;SDP;SKP;STP;VAS;VIHR;puolue.e;correct
Kajan;Maija;5706;07 Pirkanmaa;VIHR;0.00182199230411934;0.000561517909940843;0.00650258650010474;0.000395800326495755;0.00283350425334701;0.000212618622826583;0.00293154565096721;0.000115350969619626;0.00433483746538553;0.0331891689844891;0.0401276879481272;0.0247703584922405;0.00626331386020791;0.123735543402927;0.752204173309202;vihr;1
Kaleva;Atte;4928;02 Uusimaa;KOK;0.000146833087545187;0.00504683614953734;0.0793878179277681;0.814325099716053;0.000965025101333477;0.0175595158940411;0.00935672662085012;0.011741207195727;0.00390871025421048;0.0531540309702676;0.00112210777449482;2.31666711722914e-05;0.000648394514894776;0.000103972128651098;0.00251055599345352;kok;1
Kaleva;Keijo;5995;07 Pirkanmaa;SDP;3.16655477480966e-05;0.00653916150150748;0.0161911898967239;0.000897372173891639;0.000914895072804966;0.000216126274768874;0.000510024295002302;0.00102733022556972;0.00300376050377163;0.00233828557994747;0.943089050932102;0.00152535906173166;0.00182781195894673;0.0212501382942793;0.000637828681204437;sdp;1
Kaleva;Lassi;4554;07 Pirkanmaa;PS;0.127456686880597;0.0170937353182546;0.0308476386831432;0.0021821440734998;0.00331905756510638;0.133839849666438;0.000311696399103108;0.658501886586099;0.00339643882274611;5.17922394703075e-05;0.00112281377198955;0.00748636118756287;0.0129419704381509;0.00140697702774461;4.09513400934755e-05;ps;1
Kallio;Nina;4266;03 Varsinais-Suomi;SDP;8.86554662975765e-05;0.0190330639735556;0.0395483073507781;0.00291024420839155;0.00165409976006888;0.000227085983032657;4.68732268218217e-05;0.00201721678593207;0.00397790435942706;0.00924497672988257;0.90528066468921;0.000622658723467448;0.00288902611678837;0.0101398400043429;0.00231938262200359;sdp;1
Kallio;Pentti;4169;03 Varsinais-Suomi;VAS;0.204300457976983;0.000482974328018291;0.0715493854077668;0.000382920341326351;0.00578033958415749;0.0369459883866996;0.00472722512872415;0.285602838758012;0.0101701215532222;0.000348246574402681;0.0176834031639827;0.026704324162014;0.0191365043257506;0.300180699526772;0.0160045707821675;vas;1
Kallioinen;Toni;4149;09 Savo-Karjalan vaalipiiri;SKP;0.0410357690723951;0.000235107157734254;0.00159294738814184;4.50222331126873e-06;0.00164381906790014;0.000108752769552796;0.000128740306271414;0.000332580486414638;0.00077106836738611;0.00095416022935275;0.0137396054646439;0.515497158608883;0.0101542275290494;0.408704599745042;0.00509696158392148;skp;1
Kalliomaa;Antti;4553;06 Häme;KESK;7.2881403733012e-05;0.0142191802601871;0.108199029004662;0.321533790414551;0.00178253635449727;0.000207976267991574;0.0120625931967987;0.000573464829716188;0.00493018181392159;0.361426601557646;0.00151131629025261;0.000219353392678761;0.00137670967460435;9.28255857573165e-05;0.171791559953002;rkp;0
Kalliomäki;Joni;5730;04 Satakunta;VAS;0.0425416406043217;0.00102006236268768;0.005849360515083;1.18221360217359e-05;0.00215870378805446;0.000929647952634782;0.00992398563421315;0.000964553317832171;0.00173201366621763;0.00109827152681243;0.0114167973692867;0.0892051265905242;0.00352904111448319;0.787123757628992;0.0424952157928351;vas;1
Kallioniemi;petri;5445;07 Pirkanmaa;PIR;0.00446370171380264;0.0028005285058435;0.0196633228718528;0.104005191421071;0.0105996061859209;0.00589848658311478;0.441164363975141;0.0537602025559762;0.0243000072276763;0.0399724749300521;0.111757606305697;0.00578009948718035;0.0142292801116922;0.021008797833565;0.140596330291415;pir;1
Kalliorinne;Risto;4931;12 Oulu;VAS;0.0013437550966749;0.00374127244358543;0.106021462410585;0.00021325014190101;0.00326837521744375;0.000342940952317547;0.000437770866033255;0.00104185170989168;0.00592104938689632;0.0226937748648916;0.244856015296983;0.0134978413655873;0.00736377788364164;0.553779948493692;0.0354769138698755;vas;1
Kallis;Bjarne;4215;10 Vaasa;KOK;1.74980892360999e-05;0.560401264169388;0.0294759843892738;0.206664290696467;0.0010962359155502;0.000186751727415185;0.000150229832702799;0.00155773800337184;0.00362285032350862;0.146989803519566;0.0480455320625737;0.000170945191758972;0.00107833662768138;5.1609603411003e-05;0.000490929848095167;kd;0
Kallonen;Kalevi;5942;03 Varsinais-Suomi;KESK;0.13906339913184;0.0239918199724995;0.589351175880841;0.00220516413884688;0.00673324351705078;0.0739825839818318;0.000486918911852444;0.0791882956895916;0.0116452805357028;0.00137415337922226;0.00356489012234463;0.00808371193845868;0.0214700945637745;0.00545271490150373;0.0334065533346392;kesk;1
Kalmari;Anne;5227;11 Keski-Suomi;KESK;0.0884629171276568;0.00307333548708276;0.432194429562531;0.00428079909542609;0.00487724673560634;0.0903497185190792;0.00605564759195788;0.310911015955924;0.0109773331974922;0.00023937056884021;0.0191793980634164;0.00373515007058278;0.00717991204616513;0.00942766149582445;0.00905606448241489;kesk;1
Kalmi;Markus;5475;02 Uusimaa;KD;0.00289100659546171;0.661874119296486;0.0180411912289241;0.212960930994825;0.00244301751719141;0.00508259798500394;0.000659408686058524;0.0702278240702927;0.00452034698923229;0.0147400582471061;0.0020496999082477;0.000419321758172759;0.00372771636101047;6.19617018293556e-05;0.000300798660157886;kd;1
Kananen;Johannes;5417;01 Helsinki;KESK;0.0591517925721423;0.0185629710306683;0.0555620888885191;4.23739209212365e-05;0.00560942243207246;0.000873194807418;0.00437125290607302;8.46747540510291e-05;0.00325125330602663;0.0312557905296591;0.0115078966595809;0.358136954231574;0.0201064142504132;0.300449770067188;0.131034149643693;skp;0
Kandolin;Kirsi;6214;10 Vaasa;SDP;0.00148963335354272;0.0389895524287218;0.276312091817418;0.0037489275167839;0.00588682136549621;0.00169499094416457;0.00178832890043373;0.00444790155606954;0.0152634204636353;0.0479279599789997;0.504025041667721;0.00907162483982765;0.0094445285832955;0.0700648756687636;0.00984430091512683;sdp;1
Kanerva;Ilkka;5921;03 Varsinais-Suomi;KOK;6.21277563282966e-05;0.0240459523982207;0.445710982732103;0.452094544700012;0.00159362561025647;0.000678092397309592;0.00641301820783725;0.0112583273509308;0.0101123339251464;0.0288617495549362;0.0113965464130183;5.345997873549e-05;0.00124608699570957;0.000121791942926438;0.00635136003653015;kok;1
Kanerva;Pasi;5052;02 Uusimaa;SDP;0.00115841653334475;0.00111044331104865;0.0210716828773526;0.00221787014537439;0.00390948902467322;0.0141028706314195;0.054017896486384;0.00802372573861761;0.00933245885706736;0.00136042395410719;0.850666782639493;0.00173691632185503;0.00894618590469427;0.0209536800086189;0.00139115756594987;sdp;1
Kanerva;Seppo;5864;01 Helsinki;PS;0.000477214560277405;0.0170347763230966;0.151152795222794;0.1243464034992;0.00399841300610775;0.00244836178722949;0.0113993955966938;0.00174125542792094;0.0166167157038846;0.396524565550745;0.0290122458104635;0.000630278459535642;0.00256919530700883;0.000623143150912556;0.241425240594131;rkp;0
Kanervo;Marjaana;4824;08 Kaakkois-Suomi;VIHR;0.00975650480015645;0.0539901610860007;0.0258838203537361;0.00367647319390195;0.00488467148756162;0.00374428285782719;0.0511668324446049;0.00217926673156012;0.00955883833590459;0.0071247684475861;0.00254345817882523;0.00385720799901957;0.00531803607625833;0.0142188644450919;0.802096813561965;vihr;1
Kangas;Antero;4466;12 Oulu;IP;0.772413733934782;2.85839024240663e-05;0.00496948172810006;1.59073280514068e-05;0.00280433137183464;0.0806249153663951;0.0300859743627652;0.0443191310021348;0.0014989548685463;2.74036181866075e-05;0.00241724005510016;0.0188021775502465;0.01509754185646;0.0260991727095472;0.000795450345426174;ip;1
Kangas-Männistö;Tupuna;5838;04 Satakunta;KOK;2.0107484623832e-05;0.0153049203465174;0.0638058794837591;0.644942096026141;0.0023682963487874;0.000779797364755894;0.00527661194829767;0.00521727429473653;0.0103787153678492;0.126291240638519;0.118448526573571;0.000247043149081025;0.00192276698195844;0.000288941351571817;0.00470778263982987;kok;1
Kankaanniemi;Toimi;4859;11 Keski-Suomi;PS;0.110571943204175;0.0114538862556301;0.0645729576703659;0.00075800160795849;0.00133933079445536;0.112012876580419;0.00123375550837547;0.690609883207297;0.0017165199653326;3.1433262548979e-05;0.000239554058292554;0.000346110315708156;0.00268886326894712;0.001090409731883;0.00133447456861052;ps;1
Kankimäki;Heikki;5422;11 Keski-Suomi;KOK;1.54137527463416e-05;0.0228983524515892;0.0503376799535085;0.783650414153052;0.000941313923262606;0.00328354858594346;0.00248815473995659;0.0121273704721142;0.00834584816813233;0.111323486009193;0.00217872825257916;6.61810943186137e-05;0.000713365486832321;2.58736768473612e-05;0.00160426927992352;kok;1
Kankkonen;Stig;5890;02 Uusimaa;RKP;1.26587432927652e-06;0.603603288900595;0.0129078622646283;0.260138270660763;0.000177998566851025;0.000239252810080249;6.61153259446813e-06;0.000526167400870259;0.00109036377937741;0.1165946989327;0.00424516680569813;1.26049698056852e-05;0.000160966895047374;6.57461743622063e-05;0.00022973443229789;kd;0
Kankkonen;Taru;5959;04 Satakunta;KESK;0.0644037306137736;0.00177535847240078;0.141966583071114;0.00404843784341384;0.0194697983273582;0.00393645375603647;0.054830294668864;0.0117527101265179;0.0214181006006645;0.0781372224263949;0.0133055673366818;0.0152711641239288;0.046540369697006;0.00879700529561313;0.514347203640232;vihr;0
Kanniainen;Aino;5069;09 Savo-Karjalan vaalipiiri;KESK;0.00323384973780269;0.474087804897185;0.154916217111162;0.000228347435864181;0.00208882016736689;0.00559236132185895;0.00156574678767533;0.0785600906704844;0.00928093437161662;0.000162322335330997;0.0375685433583742;0.00230778800980807;0.0018323882323925;0.123899275603752;0.104675509959326;kd;0
Kanniainen;Jari-Pekka;4343;12 Oulu;VAS;0.003215617127903;0.000295189218809618;0.0145209958527872;4.5742885150044e-05;0.00193872640618515;0.000275621049208748;0.0420066461639194;0.000659257729262722;0.00284077932023713;0.0015418844179025;0.0683508280160511;0.0178551876397557;0.0020870768563003;0.677702220987553;0.166664226328974;vas;1
Kantokorpi;Otso;5866;01 Helsinki;VAS;0.0181389153090818;0.000607225754821448;0.00735997611122101;1.48921067157661e-05;0.00178333612914004;8.36532493232439e-05;0.00143319344004956;0.00025801887435544;0.00141565942763358;0.00425363367517224;0.0226432654803386;0.0805495800831337;0.00288156870684826;0.791854364490091;0.066722717162074;vas;1
Kantola;Helena;4895;01 Helsinki;PS;0.330196960817033;0.00787709174687271;0.0974157609612853;0.000318914626744883;0.00386552189744092;0.189946497815931;0.00108306425231512;0.317712762921432;0.00378865643937415;0.000192529845582024;0.00135351899883282;0.0142612028406635;0.0160177473349832;0.0120824612172315;0.00388730828427804;ip;0
Kantola;Iikka;5855;02 Uusimaa;KESK;0.0258662578973842;0.377831778308227;0.186682895661954;0.0163644713066518;0.00744868523014357;0.0315608413610953;0.0256237868381838;0.18929921366991;0.0155239464032248;0.00820340252634087;0.0216909445341574;0.00285132914462134;0.00994180534934247;0.053550702752149;0.0275599390166134;kd;0
Kantola;Ilkka;4505;03 Varsinais-Suomi;SDP;0.000125829373024194;0.058422832866806;0.0595235935571122;0.00224689225811078;0.00487088082509464;0.000315587875502129;0.0025587749795648;0.000788268832654342;0.00965881911366119;0.0811360670674353;0.694032297672033;0.00404009310960544;0.00930045664756187;0.0433525752862982;0.0296270305355361;sdp;1
Kantola;Juha;4930;04 Satakunta;KESK;0.000274613291197295;0.919745457402438;0.0180067427391526;0.000333075231066911;0.00101289763445296;6.05816801593171e-05;6.00856249135293e-05;0.0011425838679966;0.00248214568351761;0.00652110584374153;0.0303755008251291;0.00359897259335147;0.00216625495733408;0.0104538183857938;0.00376616423975486;kd;0
Kantola;Roni;5124;02 Uusimaa;PIR;0.00123228172977849;0.000537828343659363;0.0124099691986119;0.00257031555425747;0.0023983541610427;0.000483874038168587;0.287302499103366;0.00166712039646441;0.00442529203695186;0.00518157042077919;0.00493607919418693;0.00211845241773576;0.00251217166086349;0.0102089134648678;0.662015278279266;vihr;0
Kare;Veijo;4535;06 Häme;IP;0.370862219679902;0.0108790154781632;0.366430702072332;0.00553892871037137;0.0105199056119235;0.0236690441300832;0.000327328563323937;0.069285434739253;0.0129227754150077;0.00161503826862357;0.0701634658051417;0.0151329080372812;0.0206653637015821;0.0199966537270163;0.00199121605999516;ip;1
Karhu;Suvi;4321;02 Uusimaa;PS;0.0633826625104019;0.00160868335946926;0.0596057811145508;0.00593379767628963;0.0027970525821052;0.125125668804626;0.19495927419632;0.535980679249729;0.0038483418696746;0.000140126147061733;0.00112400910790967;0.000277958258743761;0.00410108997213622;0.000405040625914113;0.00070983452506884;ps;1
Karhula;Jukka;4934;02 Uusimaa;VAS;0.00127003787029185;0.00111493473699615;0.00387179528588896;2.35286842329025e-05;0.0015901284172358;5.27405678807966e-05;0.00068955720642671;9.86497918848554e-05;0.00184406721201353;0.0356795754186113;0.0295831293274743;0.0355149650834976;0.00367843820381023;0.790196861522944;0.094791590670811;vas;1
Karhuvaara;Arja;4380;01 Helsinki;KOK;1.85240323447474e-06;0.0132508165269429;0.00872607127298223;0.928669317562685;0.000221914105273535;0.000592326330292924;6.73780972591009e-06;0.00127673590534607;0.00189642248872576;0.0227149914476486;0.022402123483128;7.36488781817554e-06;0.000135856191002526;5.76846598659815e-05;3.97849253274817e-05;kok;1
Kari;Emma;5708;01 Helsinki;VIHR;0.000274708012639263;0.000142793002758067;0.00104986839901335;2.68436506944321e-05;0.00100127822557955;2.94980615231559e-05;0.0284572490309849;5.76766637097017e-05;0.00185725756489446;0.00433124915808985;0.122941801127923;0.00782694125854386;0.000876168178204787;0.43867826603015;0.392448401635292;vas;0
Kari;Mika;5460;06 Häme;SDP;0.000376533686108364;0.000909608669254027;0.0111349429826167;0.00031002785163762;0.00250947650035695;0.000427437193026795;0.000559955141504329;0.000860500077985687;0.00410009515675883;0.0193304061413604;0.83308502331577;0.00900739254532129;0.00570140175327093;0.10708737212748;0.00459982685754754;sdp;1
