sukunimi;etunimi;id;vaalipiiri;puolue;IP;KD;KESK;KOK;KTP;M11;PIR;PS;PSYL;RKP;SDP;SKP;STP;VAS;VIHR;puolue.e;correct
Mattila;Risto;5576;10 Vaasa;PS;0.00660622286778892;0.00555776659768982;0.00159651447213618;0.00901022338071651;0.000642119631286953;0.0888084244873581;0.00248214751732553;0.881901069306707;0.000879853323791077;0.000122032646616668;0.00119922476467057;0.000234796036003567;0.000793220594314668;0.000162821914453076;3.56245914174154e-06;ps;1
Mattila;Samuli;5717;11 Keski-Suomi;KESK;0.0402039472044287;0.0697986942113204;0.718772350683095;0.00460474028774878;0.00239552822100523;0.0021400018387599;0.000607595051951642;0.140416152723274;0.00405452637365637;0.000149063150954611;0.000531784820730962;0.0011987627136206;0.00770184572328232;0.000800634248331142;0.00662437274784095;kesk;1
McCarron;Francis;4558;06 Häme;KOK;0.000237772253313321;0.000139468381313669;0.00435199991107677;0.70051947643144;0.000699347141084985;0.00172621063878034;0.260624035876605;0.0236807529606963;0.00296872116338475;0.00185412093055198;9.71794261012678e-05;1.60383903680513e-05;0.000434266669022927;9.91753309613321e-06;0.00264069229316502;kok;1
Melkko;Sari;5331;08 Kaakkois-Suomi;SDP;0.000980949162233709;0.0067014687022945;0.0204832071902027;0.00127381629622439;0.0025146001226528;0.00279580703576582;0.000337215884038633;0.00733060606150582;0.013856961089135;0.00642524938708088;0.656238612053451;0.00148449746796138;0.0019701525840919;0.118317643626689;0.159289213336672;sdp;1
Melville;Tony;4627;11 Keski-Suomi;SDP;0.000368361546978776;0.00166796054855102;0.0347381057186519;0.000712576356018681;0.00359333542079465;0.000169574710100593;0.0287559250143898;0.000201569262901955;0.00704509500953068;0.0536160962309001;0.557911265928085;0.00360300074381053;0.00610221986844443;0.0586852950894191;0.242829618551422;sdp;1
Mentula;Minna;4562;07 Pirkanmaa;SKP;0.0541275636081291;0.00176179504567874;0.00429119617431746;9.10896834951638e-06;0.00230408232050361;0.000236487173158606;0.000256350090965325;0.000445198336068367;0.0015923945845573;0.00355699413396046;0.0225601477641449;0.409496363105537;0.00462783086862357;0.483882905717356;0.0108515821086497;vas;0
Merelä;Mikko;4348;02 Uusimaa;SDP;0.00149562854119402;0.000129557157324808;0.00545002626714027;0.000254245288606642;0.00178258703696031;0.0180263741624884;0.0046162228817613;0.0403724044450012;0.00573464215471874;0.000119737276665377;0.892251800459578;0.00609948582042234;0.00229398450761292;0.0213380280718764;3.52759286489317e-05;sdp;1
Meretniemi;Jaakko;4883;01 Helsinki;SDP;7.43641449065291e-05;0.0977438519282961;0.0273994121398474;0.261670880828658;0.00253555677003049;0.000588407383610761;0.000263305289059956;0.00157039831137611;0.00816061098676778;0.482424836757462;0.107315113209893;0.000312761306852605;0.00255017602425225;0.00066324178890437;0.0067270831300829;rkp;0
Meri;Leena;4480;02 Uusimaa;PS;0.00425048732031605;0.0293018977899855;0.239036572307232;0.0668935566849943;0.00641106544059759;0.0740145934814735;0.00922636853465152;0.498340112783225;0.0258459951651836;0.000805877307080196;0.0284202656553433;0.00119523362174713;0.00625628404338884;0.00367906355841165;0.00632262630636953;ps;1
Merihaara;Olavi;4747;02 Uusimaa;KESK;0.0114791959567131;0.0909160844939919;0.53215567630938;0.04819257844807;0.00474324829353076;0.0104274204616497;0.0133681422845298;0.261509010759111;0.0118435193424197;0.0010586003577791;0.00456331265418074;0.00146885488371898;0.00707026481427989;0.000324742800376377;0.000879348140268908;kesk;1
Merihonka;Jan-Henrik;4635;11 Keski-Suomi;KD;3.23144697423012e-05;0.979097996393885;0.000481092027550384;0.000574990738862989;0.000180063458352313;0.00147715102714224;2.46752589835676e-06;0.011066256809152;0.000618618222143176;0.00105179675171498;0.00488863605077657;0.000272271688234581;0.000118962055979232;0.000117446661795851;1.99361187704807e-05;kd;1
Merikivi;Mikko;4238;11 Keski-Suomi;M11;0.0124423792714359;0.000417447453732698;0.0786172287085428;0.0139283462070311;0.00360722195658936;0.0204382162904666;0.694650064248177;0.00479417089278713;0.0053181345573572;0.00167300590393897;0.00148988285739423;0.00123929018126966;0.00682575307967326;0.00454679404679683;0.150012064344807;pir;0
Merikukka;Suvi;5816;02 Uusimaa;VIHR;0.02507090710914;0.00879559166478119;0.020494624364579;0.0515677572232364;0.0112763893812021;0.042404439361092;0.0894082245939501;0.0837203514970561;0.0349687474014795;0.0191370737124172;0.05743463496818;0.0212649615978097;0.00951995953443164;0.0417988394611829;0.483137498129462;vihr;1
Meriläinen;Anton;4184;10 Vaasa;VAS;0.265027519270021;0.00323589569189715;0.0896229585560101;9.3814493305397e-05;0.00833389195004716;0.00994386221915978;0.042047842355815;0.0534039071899755;0.00805622398045125;0.000146738390498378;0.021161472307251;0.159128414478772;0.028256644148479;0.237681040315483;0.0738597746528343;ip;0
Meronen;Tommi;6225;07 Pirkanmaa;KD;0.000796743227536141;0.872631998760325;0.033478139355856;0.00128831208436072;0.000728838850083541;0.00419310068200016;0.00201695456711442;0.0758914679180469;0.0019250003442156;0.000373367668763642;0.0016733133253186;7.75260290946508e-05;0.000738202925755039;0.00105468867405111;0.00313234558747853;kd;1
Meros;Päivi;5016;02 Uusimaa;VIHR;0.00024046213383036;0.0115251341694933;0.0176247613418726;0.0718525993870384;0.00300805143341018;0.00556919118063444;0.00093797129521349;0.0439227037534462;0.00756807072937489;0.00518240241762494;0.808283995614415;0.00148342012506909;0.00699445250222766;0.0152138497771445;0.000592934139205428;sdp;0
Mertanen;Eija;5026;08 Kaakkois-Suomi;KD;0.000342431836340621;0.17312116813357;0.00603160123810204;0.00230776226802901;0.00226239533207967;0.000125189563660855;1.25668818590943e-05;0.00399318457357627;0.00594727087319092;0.00418701789220339;0.759344955258111;0.00749297226045552;0.00249369181301409;0.0307688690377385;0.00156892303806818;sdp;0
Mether;Cosmo;5168;02 Uusimaa;RKP;2.01706782008099e-05;0.00273805931940773;0.00902226224732038;0.284028618734253;0.000702721500921393;9.46059232519757e-05;0.00268097071888381;0.000188199514380231;0.00342698836222626;0.328678955395459;0.00175235630159095;0.000105078861020812;0.000537666056847082;5.09886544510636e-05;0.365972357731785;vihr;0
Metsäkivi;Sari;4595;02 Uusimaa;KESK;0.00866549289431095;0.0369289627359768;0.363169023112107;0.0215697879092767;0.00890095160651659;0.00319983680168444;0.00929853665201127;0.0743564503162024;0.0240693276780748;0.00347601229757682;0.0331007980294484;0.00251627892296975;0.00876887645798707;0.0255150218800791;0.376464642705778;vihr;0
Mettovaara;Pirkko;6118;12 Oulu;KD;0.000144909422410259;0.897584469000104;0.0393629456759607;0.00175473176928704;0.000405368630547206;8.56905641419287e-05;4.26494736518082e-05;0.000315140054315823;0.00138367342255831;0.0358569169630164;0.00107171858033742;0.000668737162016156;0.00059908560437357;0.000587424077239566;0.0201365396000396;kd;1
Mickos;Christina;5012;02 Uusimaa;RKP;9.13283254203516e-05;0.071775788261898;0.0562810096464062;0.0562982470571532;0.00262175187441184;0.000289839259288152;0.000852777228729924;0.00108236303420428;0.0067954633534518;0.766947324845771;0.0106966990985964;0.00312478797254915;0.00264849646518876;0.000564101330772439;0.0199300222461585;rkp;1
Mielonen;Joona;4852;08 Kaakkois-Suomi;VAS;0.0256416105228919;0.000252506467869992;0.00596307520932612;1.57426912034409e-05;0.00288149908344175;0.000446209318536487;0.0242673212228647;0.00268591656182551;0.00267687979315794;0.00240525390239973;0.0111560225729326;0.17625613281123;0.00466359727922471;0.678172161942442;0.0625160706206534;vas;1
Mieto;Juha;6050;10 Vaasa;KESK;0.00366001114088548;0.0311886400304309;0.666259636872023;0.0185002611790874;0.0062508883266211;0.0177826982725639;0.00914795364827389;0.0249642934244878;0.0132729071354585;0.0117754006338479;0.116550951771599;0.00267238454850502;0.0145130781576324;0.0579159110953557;0.00554498376322817;kesk;1
Miettinen;Essi;5810;01 Helsinki;PIR;0.0034791280170205;0.000264013018330944;0.0167130257865987;0.00425320076009139;0.00382196320652906;0.000549773638793521;0.398168352170756;0.000688947502785994;0.0060311264568387;0.00636842964196033;0.0140647838733571;0.00472954177209337;0.00605235567230521;0.0190211780771874;0.515794180405352;vihr;0
Miettinen;Jouko;4549;03 Varsinais-Suomi;IP;0.267557629889913;0.017587533040264;0.197275017213832;0.0032982720047013;0.0159121295532242;0.00907196619703973;0.00472711061240283;0.0473403086436141;0.0137689655496968;0.00385438604506705;0.00920051898588793;0.12875208125711;0.0666959337613065;0.057780429235639;0.157177718010301;ip;1
Miettinen;Marika;4502;10 Vaasa;PIR;0.00659387163012084;0.000228773540213403;0.041126807720918;0.00229080470392302;0.00291732033228001;0.0479430592588435;0.848098259087039;0.012965407556913;0.00493039313829394;0.000438096226153204;0.00662479973926208;0.00159478260720479;0.00407712518780287;0.00968567655515881;0.0104848227158737;pir;1
Miettinen;Taisto;4236;02 Uusimaa;PS;0.00505526543693876;0.00957893230577278;0.172697507752077;0.0361185318681684;0.0158983229952012;0.0108486912650707;0.135388504404966;0.140242179637824;0.0390479484132118;0.0207569867027388;0.272871217082368;0.00605214680457619;0.0156507645434386;0.0361375041801244;0.0836554966075239;sdp;0
Miettunen;Anni;5488;13 Lappi;KESK;0.0167786756215806;0.0507633374196349;0.481653759839219;0.0012329055980468;0.0144404961469817;0.00771168243803302;0.0179317903894853;0.0132986857468598;0.0253850984076846;0.00723435894051002;0.132152372454227;0.0707578101653419;0.0449222180609952;0.0670424291949858;0.048694379576414;kesk;1
Mikkola;Jaana;6220;02 Uusimaa;PIR;0.179165768144339;0.000237227077047059;0.0101348095138719;0.00022012408340586;0.00577129664758183;0.0113800429933559;0.540768465330116;0.00422442139190704;0.00536802948893578;0.000718153536408883;0.00228323937650509;0.0209888559139138;0.00940092579949768;0.0395544792130495;0.169784161490064;pir;1
Mikkola;Lasse;5281;12 Oulu;PS;0.0480844281171977;0.00153353843330353;0.0142136096982438;7.97544364300391e-05;0.00157516054763865;0.0147501202275951;0.00109328206214557;0.879993713180008;0.00267481747035596;1.9472700561053e-05;0.00690386092654967;0.00204425526058393;0.00479801079245805;0.0221519802542523;8.39958926766999e-05;ps;1
Mikkola;Samuli;6128;13 Lappi;M11;0.0173105185899118;0.000500092012595337;0.150761216925616;0.304177164764554;0.00190071467163856;0.151754667260304;0.0230151025502351;0.340700990987857;0.00536904868873147;0.000240387437035087;0.000113425592579752;0.000201110177755279;0.00302591291554869;0.000108392481565589;0.00082125494407146;ps;0
Mikkonen;Anna-Kristiina;5596;08 Kaakkois-Suomi;SDP;5.28033667450723e-05;0.00987780324313115;0.0251784255624481;0.000204945468658796;0.00109955313554825;7.2933891748131e-05;0.00011510308899291;0.000320896472215157;0.00235128546784518;0.012082579361295;0.877082392169919;0.0017865215369028;0.00208920251915513;0.0650716040204729;0.00261395069492291;sdp;1
Mikkonen ;Jussi;5432;09 Savo-Karjalan vaalipiiri;KD;0.00723497929887445;0.258800841018402;0.366650624946982;0.0906073443220568;0.01926513394694;0.00253494384413161;0.00231518760196144;0.0109688980378173;0.050226992485138;0.0740520195684803;0.0198854046666394;0.0338534133119878;0.040954551504555;0.00388892922499653;0.0187607362210374;kesk;0
Mikkonen;Krista;5392;09 Savo-Karjalan vaalipiiri;VIHR;0.00090069825927281;0.000970292349642561;0.0319659122154948;0.000229209176303807;0.00159412378306774;4.18312380488802e-05;0.000628009858701625;0.000138264709654773;0.00316496801188173;0.0259773503410598;0.0114067141630773;0.00753222490468745;0.00368511569802774;0.0929452748965759;0.818820010394503;vihr;1
Mikkonen;Marjaana;4729;09 Savo-Karjalan vaalipiiri;PS;0.139906784387456;0.0045816963321296;0.0669837048442265;0.00100924290514894;0.00676101288177423;0.0668447327803919;0.0124830957323314;0.585911219705968;0.0092433072017765;0.000677961375255712;0.00278893253592365;0.0170050542049504;0.0228628557346656;0.058473584136723;0.00446681524127887;ps;1
Mikkonen;Timo;5197;04 Satakunta;IP;0.379681619144023;0.00143959025154955;0.0482015344868228;6.37448551563324e-05;0.00440889072099698;0.0285897518928959;0.00389708302965982;0.20655939871489;0.003779023804856;4.87627607462644e-05;0.00492921863669831;0.0230295972264731;0.0213527254439891;0.265303780223058;0.00871527880818464;ip;1
Minkkinen;Katja;5670;11 Keski-Suomi;VAS;0.0116315776996411;0.00764854391336366;0.111930557443308;0.00116303149963629;0.010216752159304;0.000442708758268726;0.00210942640006168;0.033046243084308;0.0175474563607429;0.00326716386563454;0.130498476587775;0.013237478177742;0.023881362339393;0.519421895267469;0.113957326443352;vas;1
Mithiku;Hanna;5436;01 Helsinki;VAS;0.0374596444443431;0.00468266101996001;0.00361686635113906;4.18980690431215e-05;0.00355270307107727;0.000256138091410042;0.000763208889673633;0.00084192332341666;0.0030264812821645;0.00579727210757002;0.0242962629992492;0.142068987666841;0.0125747381524411;0.693885197488788;0.0671360170428826;vas;1
Moberg;Michael;5729;02 Uusimaa;SDP;0.00093960837464531;0.0206702483907281;0.14831557787327;0.474631958068382;0.00704871058683796;0.00466332453649401;0.0337777195241105;0.0457324031007662;0.0233554371678162;0.0868573465875494;0.121321730994335;0.00198940759878115;0.00692133477418943;0.0106363013297379;0.0131388910923561;kok;0
Modig;Silvia;5415;01 Helsinki;VAS;0.00188909753972608;0.000544405562832425;0.0336138303265902;0.000177439709692687;0.00237093275182783;0.000100959935519121;0.00394891130472385;0.000140218494891002;0.00456950583002518;0.0426489653944881;0.0348574128231658;0.0163602905682254;0.00374295444367791;0.323734920880443;0.531300154434171;vihr;0
Mohamed;Abdirahim Husu Hussein;5041;01 Helsinki;KESK;0.00235172962773531;0.0258467516445809;0.197751614968494;0.00126108229045561;0.00289399108988833;0.000389802475298593;0.0282018986302743;0.00183851748903836;0.00711587040409992;0.00639071398055575;0.0260138621200127;0.00369556622634108;0.00313806374349795;0.0416270446844629;0.651483490625265;vihr;0
Moilanen;Ahti;4366;12 Oulu;PS;0.145331920515919;0.332102734372161;0.0125167743443803;3.22823716218385e-05;0.00102923567012952;0.0589600765696133;0.000220263082201601;0.440020352277834;0.00100655079304368;1.57505753990134e-05;0.000545834122248254;0.00225278966803706;0.00189641846946091;0.00384931796394346;0.00021969920400754;ps;1
Moilanen;Raija;5985;07 Pirkanmaa;KESK;0.000900092218967466;0.142938944304727;0.150481339353671;0.290162376111069;0.00406750676448599;0.0169506479450789;0.000838318751060009;0.00547103121426835;0.0167223425968746;0.201328738899627;0.00853214499238283;0.00423511756893793;0.00462765525162965;0.0128229363480498;0.139920807679171;kok;0
Moilanen;Riikka;5468;12 Oulu;KESK;0.000269667215159156;0.000685860819700935;0.886696361860901;0.0471877701925818;0.00147079588243256;0.000341632555168243;0.00245235262008357;0.00433062906262087;0.00588558497219672;0.00703232605718632;0.0024678901921492;9.77790282536332e-05;0.0027131895838311;0.00139380771004857;0.0369743522476866;kesk;1
Moisala;Aarni;5387;02 Uusimaa;VAS;0.000258766958797016;0.00366246573316796;0.0710676479820057;0.00246383357792148;0.00178350376928509;3.21885067133499e-05;0.00666721680716782;0.00027333559693876;0.00414523956074887;0.0311821450388469;0.110962342936054;0.00379832084888507;0.00150406133012129;0.155417182539901;0.606781748813445;vihr;0
Moisander;Antti;4240;07 Pirkanmaa;M11;0.417160496045316;0.000196514369570506;0.0258383061123878;0.000835901975210075;0.0109799775548294;0.045756391711579;0.0635422285110402;0.267433565217272;0.00658051248235783;0.000166707548371731;0.0223673691953288;0.0770437332268799;0.0453441419908005;0.0164291673708406;0.000324986688215795;ip;0
Moisanen;Sari;6126;13 Lappi;VAS;0.00120543827146526;0.00101985590155002;0.00647638305215805;1.37532784949278e-05;0.00112842687089373;1.7751129809246e-05;0.000142827637320783;8.31352586831909e-05;0.00127216593120288;0.00375970673937916;0.0589546079135725;0.0273594512288856;0.00380440017114344;0.843938484993804;0.0508236116216369;vas;1
Moisio;Eija Helena;4163;07 Pirkanmaa;SKP;0.315195025870162;0.000548216444090837;0.00233944578829107;2.65582336311241e-06;0.00176236934114665;0.000336197326404875;0.000111606478440253;0.00143956269817072;0.000822205689869593;2.76251791447229e-05;0.00678058702164756;0.335699703895983;0.0108952543003881;0.320096939514404;0.00394260462849372;skp;1
Mononen;Outi;5502;01 Helsinki;SKP;0.00681147537048889;0.00258357063365042;0.0125796094455308;2.46909696468999e-05;0.00248239531227803;7.42740437832573e-05;0.00024526786769599;9.31072880258632e-05;0.00231662391307579;0.0164975469633537;0.0142984154837527;0.199184675007378;0.00984819649951722;0.655473259093466;0.0774868921083571;vas;0
Monto;Mari;5723;06 Häme;VIHR;0.00616624311234167;0.00016621365591594;0.0125525855527017;9.88715640542894e-05;0.00422243103468057;0.00092407497650806;0.255939882372975;0.00110218383374743;0.00477965853689926;0.00205896783020558;0.0491042219899855;0.0526613776680647;0.0096856072703276;0.280290992082749;0.320246688518843;vihr;1
Montonen;Petri;6200;09 Savo-Karjalan vaalipiiri;IP;0.386131557430912;0.00043371071116087;0.00587938084788778;1.25617042181888e-05;0.0011249231783839;0.114663259414589;0.00379946635319755;0.477070727821532;0.000932170251888086;4.39830699683534e-06;5.3728743545622e-05;0.00279628834790066;0.00583302665237312;0.000838243160883067;0.000426557074530807;ps;0
Moring;Kirsikka;5565;01 Helsinki;VIHR;0.000735913889845045;0.00319885726172461;0.0151284031024675;0.000236079709773237;0.00306296273714199;6.72026659634028e-05;0.0157637288623011;0.000710631144866195;0.00561816943312352;0.0141317458863266;0.0620917477018248;0.0275745116190106;0.00825705748021836;0.321110934696498;0.522312053808915;vihr;1
Multala;Sari;5337;02 Uusimaa;KOK;4.85087686765567e-06;0.00324678014761446;0.00725104496083934;0.755820931239745;0.000628909809501225;0.000139718146319446;0.00199174707394322;0.000475331554818698;0.00269456435676851;0.221099735190643;0.00435213851058173;4.57733265030905e-05;0.000508924362290052;5.72393607805994e-05;0.00168231108278419;kok;1
Munne;Martti;4976;02 Uusimaa;M11;0.0776703712259469;0.00107124204816051;0.00577243846270369;0.00220985172954855;0.000942028613114659;0.491054864002475;0.0228942901394882;0.395104217183423;0.00110330118662918;5.72651601789014e-05;8.77872713499966e-06;0.000428197432222923;0.00161152755163799;2.87533961224999e-05;4.28731412128499e-05;m11;1
Munnukka;Heidi;5966;06 Häme;VAS;0.00216000689392659;0.000291484640690318;0.00875668417978951;2.63433371801133e-05;0.00138354195574624;5.0905752169118e-05;0.00257722871408006;0.000429305612476083;0.00210333908561085;0.000891161015281864;0.0461605785172485;0.0329419473668081;0.00316977126631669;0.799331798860001;0.0997259028026749;vas;1
Muotka;Katja;5456;13 Lappi;VIHR;0.00169586351931414;0.00454621813947503;0.0320815112632438;0.00021538878230542;0.00331735197266227;0.000432246693550902;0.00240426000603888;0.000313786786838733;0.0057593995982335;0.135162774449388;0.207270568894962;0.0267438014271832;0.00316051004864763;0.232841371578866;0.34405494683929;vihr;1
Musikka;Sinikka;4319;09 Savo-Karjalan vaalipiiri;KESK;0.00105327650390306;0.0383544583464074;0.438789698598832;0.124699219707426;0.00243992201811966;0.0534506435122097;0.00963225437999281;0.282433900501821;0.0145062657055029;0.00525679847650788;0.0245675747876126;0.000218313916722727;0.00233847707186776;0.000621274841663002;0.00163792163141164;kesk;1
Mustafa;Binar;5401;01 Helsinki;VAS;0.000897676737128802;0.00261399317300248;0.00395177868125446;1.05302341276977e-05;0.0012741021592163;1.91406571132654e-05;0.000706572254787432;1.20328453601505e-05;0.00141546802916711;0.00912885359526671;0.0908451189263659;0.0749165657384659;0.00434413719044172;0.690289761225298;0.119574268553004;vas;1
Mustajärvi;Markus;4850;13 Lappi;VAS;0.330934561625814;0.000174150677864557;0.00762808104267849;1.65107502647163e-05;0.00395741674864128;0.00238647253444302;0.00153948437599446;0.0284677774896181;0.00193077491060367;5.77153623746809e-05;0.0152563897483416;0.161277468935367;0.0245157345312337;0.419768311104549;0.00208915016221178;vas;1
Mustajärvi;Matti;5414;10 Vaasa;SDP;0.000151438930399951;0.00177670098354095;0.0289112791421875;0.00216313122218091;0.00224917940526884;0.000519223720392472;0.000822710836426641;0.000701387058116263;0.00676719524625764;0.027920965456936;0.877787242114806;0.00454273129896602;0.00241127679215058;0.0429005813819837;0.000374956410386576;sdp;1
Mustakallio;Jaakko;5055;07 Pirkanmaa;VIHR;0.000733502953021549;0.000434716093097608;0.00779178978355626;0.050397066455281;0.00185801556774655;0.000355862967362127;0.144428515099393;0.000854270358889211;0.00467932798800076;0.0177046447651311;0.000881586066306845;0.00183187125669583;0.00193159452045935;0.000527994081212277;0.765589242043847;vihr;1
Mustonen;Heikki;4440;10 Vaasa;VAS;0.00169501663012477;0.000335345294242667;0.0103682046664076;3.77603334971668e-05;0.00129256833341089;3.56548439915802e-05;0.000442670773108905;0.000474705756797126;0.00188608248918027;0.00124459264061671;0.0273124917962726;0.018360696977552;0.00431072127317639;0.877122416015655;0.0550810721759661;vas;1
Mustonen;Juha;6040;09 Savo-Karjalan vaalipiiri;KESK;0.00130850853136958;0.0685901537163472;0.622020800023244;0.0104102908434185;0.00328147556291289;0.000966912864733464;0.00576487198893872;0.0164761787589534;0.0116410948088731;0.00315250143240144;0.0351822688777482;0.000974846581302077;0.0026691729512917;0.00828769139496479;0.209273231663501;kesk;1
Mustonen;Pekka;5035;09 Savo-Karjalan vaalipiiri;PIR;0.00381240674284816;6.57635871735199e-05;0.0103371445807636;9.76233683104873e-05;0.00210672839113701;0.00113383652046326;0.578148319608002;0.00314741874304493;0.00330533997439505;0.000139968456502135;0.0546314606194546;0.0053619717648127;0.00484457742422084;0.326018630287716;0.00684880993115542;pir;1
Mustonen;Tuula;4616;12 Oulu;KOK;1.53479552298249e-05;0.0824024423143382;0.027897916772311;0.653061265268446;0.000561928647210454;0.000182883405821997;0.0019623377025661;0.00105142002352712;0.00393850333278823;0.203364133651623;0.000344483448964762;0.000111080495408062;0.000306286501505084;0.00010355821423548;0.0246964122660242;kok;1
Mutanen;Miika;5123;09 Savo-Karjalan vaalipiiri;KOK;2.61024919885958e-06;0.00910214108537152;0.00480721107864467;0.975772933378859;0.00021272506795201;0.000313656650084224;0.000248119199279257;0.00518984932028691;0.0017223477957209;0.00163808476498024;0.000802934895476261;3.89144342079959e-05;0.00012009608666305;1.34446369657831e-06;2.70315295781145e-05;kok;1
Muttilainen;Sami;4996;01 Helsinki;VAS;0.107782135569735;1.70611114082514e-05;0.000957309047405725;2.18113434558382e-06;0.0019941178123072;0.000303378216655536;0.0113609284347463;0.00117364756843085;0.000835235289594548;0.000309392604114642;0.00609061743774593;0.608185769626451;0.0121285307365656;0.231813834538078;0.0170458608724149;skp;0
Muuraiskangas;Teija;5421;10 Vaasa;KD;0.00567535726151123;0.311739177547362;0.230660675073904;0.116906719918633;0.00615198224422525;0.0260692486404344;0.00013980226828492;0.191908384510862;0.0145692663080844;0.0068258149096862;0.0664589953854142;0.00160060387056859;0.0111299969605934;0.0035624172233861;0.00660155787705059;kd;1
Muurinen;Seija;4258;01 Helsinki;KOK;4.30070386779748e-05;0.147740466592444;0.0287342658382492;0.713542467283399;0.00174600428032308;0.000709226205237118;0.0125163655992762;0.0304750042578992;0.00758431267310986;0.0140991231421236;0.0389842086653244;3.74055708307891e-05;0.0014495475353445;0.000186504920409106;0.00215209039735175;kok;1
Muurman;Peter;4174;08 Kaakkois-Suomi;PS;0.0213241658828529;0.00528614666749434;0.0171559029339313;0.00081853913094246;0.00403114415122309;0.102227665336425;0.00268662780218069;0.780043746199841;0.00514749737933594;0.00015349509524275;0.0371061505836687;0.00155321290173635;0.014299206866549;0.0081363042579225;3.01948106531222e-05;ps;1
Mykkänen;Kai;4865;02 Uusimaa;KOK;0.000109524154004715;0.00529771840127945;0.0185513536921851;0.793111031733686;0.00108524343156157;0.000989922406032966;0.0365275185794069;0.00110824460310391;0.00476038231489377;0.0511971053481598;0.00081094740219362;0.000124344858191172;0.00107669667537514;6.10659030128754e-05;0.0851889004969133;kok;1
Mykkänen;Risto;4641;08 Kaakkois-Suomi;VAS;0.0492344971017099;0.00522793485043485;0.027995344934947;6.92989573815623e-05;0.00567537168650744;0.00190565042977761;0.00270707338212757;0.0087488549283787;0.00549377211452824;0.00384880265365201;0.0585280850938712;0.120750004496471;0.00898596227436234;0.676745653247851;0.0240836938479995;vas;1
Mykrä;Suvi;4374;04 Satakunta;KOK;0.000142014308570806;0.0109106988856342;0.143440200897579;0.800929836223942;0.00096276935383996;0.000500552315685851;0.00581632333229324;0.00578993952064639;0.00391740804706607;0.0180547788249424;0.000266873915622986;8.61778693201336e-05;0.0014104639684687;5.28549104881345e-05;0.00771910762590018;kok;1
Myller;Riitta;4286;09 Savo-Karjalan vaalipiiri;SDP;0.000147265310411357;0.0270738717898244;0.0861746310156608;0.000205361668396005;0.00195640495882691;4.17456205935904e-05;0.00144270968973174;3.55945284054986e-05;0.00491516990804907;0.0763881490010273;0.337974891662982;0.0103286110632128;0.00178980205749209;0.230985359486701;0.220540432238685;sdp;1
Myllykoski;Jari;4901;04 Satakunta;VAS;0.0684077507762654;0.00129506365395308;0.0143679537140462;7.41645793408311e-05;0.00424262172681871;0.0102471325192825;0.00050684972195401;0.0705588551998018;0.005005340989231;0.000161371637410474;0.122028889306063;0.0262442618836579;0.0141598810471156;0.660724691761276;0.00197517148378255;vas;1
Myllymäki;Pekka;4867;03 Varsinais-Suomi;KESK;0.00410244213463238;0.00910737386419438;0.584472397040786;0.0581040853981682;0.00706604151594769;0.00271564551322132;0.00370313007092794;0.0156410446109977;0.0172845119298801;0.0398275870433693;0.0096706038671813;0.00179802160551594;0.0147722060901389;0.00363247859691492;0.228102430718124;kesk;1
Mångård;Johan George;4939;02 Uusimaa;SKP;0.0945796384135399;0.00138976411346255;0.00250920328927096;3.00921587112734e-06;0.00215778802615881;0.00059257080895773;0.00644486994291934;0.000113979961375196;0.000838048849524935;0.00365486577738027;0.00231216699997761;0.742769881776526;0.0137661623109957;0.116449024919301;0.0124190255947387;skp;1
Månsson;Björn;5215;01 Helsinki;RKP;0.000194795354064468;0.00791646157335332;0.0936436545502441;0.00799694346573131;0.00390423780736148;0.000158609709660238;0.0120436155447436;0.000364689023511117;0.00965595239714091;0.462220245909451;0.03165805154562;0.00216640443145697;0.0033894362232455;0.0395830735307563;0.325103828933659;rkp;1
Mäenpää;Juha;4806;10 Vaasa;PS;0.00358982174369754;0.00590392063592428;0.0359353195339734;0.00588445435314538;0.000679540662993833;0.0728637051176149;0.000235604781276377;0.868697439519003;0.0022353111474338;0.000122453436969827;0.00266410674886135;0.000155245940774962;0.000955841343411428;3.95360363435323e-05;3.76989985759099e-05;ps;1
Mäenranta;Pasi;5952;04 Satakunta;PS;0.0839261048343205;0.000788439146980572;0.00237985269455438;0.000375501139869089;0.00329519313309376;0.177057366582152;0.00887599630475543;0.667694741507295;0.003729698246448;6.32936817217229e-05;0.016463722190364;0.0157266562444155;0.0173670472449989;0.00223355001269941;2.28370363325752e-05;ps;1
Mäensivu;Repe;5625;07 Pirkanmaa;KD;0.000610256996008188;0.735432396187246;0.216917283476786;0.00767310492757468;0.001204570084826;0.0025990695829108;0.00369595607168822;0.0102311456102845;0.00346282765380494;0.00147367810615111;0.00120385118014974;0.000133508336665035;0.00260305085334113;0.000181566741825188;0.0125777341907385;kd;1
Mäkelä;Ari;5808;02 Uusimaa;KOK;2.00906273390535e-05;0.00174699191072727;0.0264998671564571;0.949197995059414;0.000656460216578331;0.00053558219719944;0.00234376758779157;0.00436564894089144;0.00322011441852335;0.00293097057060894;0.00676356973126822;8.12347513132578e-05;0.00084932437440598;0.000242544112994254;0.000545838344487387;kok;1
